Name,Email,Phone,City,State,Zip
"Aussie Rescue & Placement Helpline Inc",barnord@optonline.net,,"New Castle",PA,16105
"Australian Cattle Dog Rescue Association, Inc.",info@acdra.org,,"Philadelphia",PA,19140
"Beagle Rescue League, Inc.",brl@beaglerescueleague.org,(866) 739-0350,"Yardley",PA,19067
"Beagle911 Refuge",beagle911rescue@aol.com,,"State College",PA,16803
"Beagle911 Rescue",beagle911rescue@aol.com,,"State College",PA,16801
"Beaver County Humane Society",adoptions@beavercountyhumanesociety.org,(724) 775-5801,"Aliquippa",PA,15001
"Because You Care Inc.",becauseyoucarerescue@gmail.com,814-476-1212,"McKean",PA,16426
"Bella-Reed Pit Bull Rescue",bellareedpitbullrescue@aol.com,,"Southampton",PA,18966
"Better Days Animal League",info@betterdaysanimalleague.org,717-217-9819,"Shippensburg",PA,17257
"Bichon Frise Club of America Rescue",zikern@verizon.net,(866) 473-0722,"Monroeville",PA,15146
"Biggies Bullies",adoptionteam@biggiesbullies.org,,"Pittsburgh",PA,15216
"Bingos Foundation",bingosfoundation@gmail.com,215-781-0378,"Penndel",PA,19047
"Blind Dog Rescue Alliance - PA",info@blinddogrescue.com,877-BLIND-01,"Philadelphia",PA,19114
"Blue Chip Farm",bcfanimalrefuge@gmail.com,570-333-5265,"Dallas",PA,18612
"Bradford County Humane Society",bradfordchs@cableracer.com,570-888-2114,"Ulster",PA,18850
"Brandywine Valley SPCA - Pennsylvania",office@bvspca.org,610-692-6113,"West Chester",PA,19380
"Brenda's Cat Rescue",brendasrescues@gmail.com,,"Philadelphia",PA,19128
"Bridge To Home Animal Rescue",bridgetohome84@gmail.com,(724) 941-1429,"Eighty Four",PA,15330
"Brindle Buddies and Friends",brindle_buddies@aol.com,610-533-4141,"Kutztown",PA,19530
"Brookline Labrador Rescue",info@brooklinelabrescue.org,(215) 343-6087,"Warrington",PA,18976
"Bucks County SPCA - Upper Bucks Shelter",info@bcspca.org,(267) 347-4674,"Quakertown",PA,18951
"Bucks County SPCA Lahaska",info@bcspca.org,(215) 794-7425,"New Hope",PA,18938
"BunnyPeople",bunnypeople@mail.com,(717) 469-0125,"Harrisburg",PA,17112
"Camp Papillon Animal Shelter",adopt@camppapillon.org,570-420-0450,"Stroudsburg",PA,18360
"Canine Rescue of Central PA Inc.",info@crcpa.org,717-232-1644,"Dillsburg",PA,17019
"Carbon County Friends of Animals",ccfoa.shelter@gmail.com,570-325-9400,"Jim Thorpe",PA,18229
"Cat Chance Rescue",catchancerescue@gmail.com,610-324-4726,"West Chester",PA,19380
"Cat Crew",catcrewinc@gmail.com,484-704-0300,"West Conshohocken",PA,19428
"Cat NAPS",notallperfectstrays@yahoo.com,,"Pottstown",PA,19464
"Cat Tales Inc",info@cattalesinc.org,(215) 933-6900,"Warminster",PA,18974
"Cat Works Inc.",thecatworksadoptions@comcast.net,6107631408,"Reading",PA,19612
"Cat's Twilight",info@catstwilight.org,(412) 245-1585,"Stahlstown",PA,15687
"Catahoula Rescue Inc. NorthEast",njcatahoulas@verizon.net,908-578-4172,"Harrisburg",PA,17055
"CATS Bridge to Rescue",catsbridgetorescue@yahoo.com,(215) 987-8961,"Trevose",PA,19053
"Cats of Crawford County",eriksenkatie@gmail.com,,"Pittsburgh",PA,15206
"Central PA Humane Society",info@centralpahumane.org,(814) 942-5402,"Altoona",PA,16602
"Cherished Cats Rescue Alliance",svalleycats@gmail.com,,"Lewisburg",PA,17837
"Chloe's Creek Domestic Waterfowl Rescue",chloescreek@yahoo.com,717-653-1958,"Mount Joy",PA,17552
"City Kitties Rescue",info@citykitties.org,,"Philadelphia",PA,19104
"City of Elderly Love",info@cityofelderlylove.org,,"Philadelphia",PA,19146
"Clarion PAWS",adoptions@clarionpaws.org,814-229-1231,"Shippenville",PA,16254
"Clarion PUPS",clarionpups@gmail.com,(814) 764-5580,"Strattanville",PA,16258
"Clearfield County SPCA",clearfieldcountyspca@gmail.com,(814) 765-2220,"Clearfield",PA,16830
"Club Pet Adoption Inc.",clubpetadoption@aol.com,(814) 227-6964,"Transfer",PA,16154
"Coast to Coast Dachshund Rescue PA-NJ-MD-DE",dgerhauser@verizon.net,9086545365,"York",PA,17402
"Cockers Across PA Cocker Spaniel Rescue, Inc.",info@cockersacrosspa.org,(717) 409-5600,"Etters",PA,17319
"Columbia Animal Hospital",catmisonly2@yahoo.com,717-684-2285,"Columbia",PA,17512
"Copp's Cavies Rodent Alliance",katecopp@gmail.com,,"Erie",PA,16510
"Critter Care Adoptions Inc.",crittercareadoptions@yahoo.com,(724) 538-8494,"Evans City",PA,16033
"Cumberland Valley Animal Shelter, Inc.",cvasadopt@cvas-pets.org,717-263-5791,"Chambersburg",PA,17201
"D.A.W.G.S. Prison Program",muttlover25@yahoo.com,570-544-9663,"Pottsville",PA,17901
"Dachshund Rescue of Bucks County & NJ",info@doxierescue.com,,"Morrisville",PA,19067
"Delaware Valley Doberman Pinscher Assistance",schielesl@aol.com,610-935-0896,"Phoenixville",PA,19460
"Dessin Animal Shelter",dessin@ptd.net,(570) 253-4037,"Honesdale",PA,18431
"Diamond Dog Rescue",diamonddogrescue@live.org,717-227-9674,"Shrewsbury",PA,17361
"Diamonds in the Ruff Rescue",enb313@gmail.com,,"Philadelphia",PA,19131
"Distinguished Dobermans Rescue",info@ddrinc.net,,"Moon Township",PA,15108
"Doberman Pinscher Rescue of PA, Inc.",caseworkers@dprpa.org,,"Coatsville",PA,19320
"Dog Town Rescue",adoptions@dogtown309.com,2673080459,"Colmar",PA,18915
"Dogs In Brazil - US",nicole.green@dogsinbrazil.org,(847) 502-7800,"Glenville",PA,17329
"DogsHome",contactus@dogshomepa.org,610-574-8275,"Paoli",PA,19301
"Dutch Country Animal Rescue - PA",info@dutchcountryanimalrescue.org,,"Furlong",PA,18925
"East York Veterinary Center",practice.manager@eastyorkvet.com,717-840-1025,"York",PA,17402
"Elk County Humane Society",management@echumanesociety.org,(814) 834-3247,"Saint Marys",PA,15857
"Erie Animal Network",erieanimalnetwork@gmail.com,,"Erie",PA,16509
"Erie Area Rabbit Society and Rescue (E.A.R.S.)",eriearearabbitsocietyandrescue@gmail.com,(814) 838-9732,"Erie",PA,16506
"Essence Of Love Animal Rescue Inc.",essenceofloveanimalrescue@yahoo.com,724 788-1152,"Aliquippa",PA,15001
"Fabulous Felines Cat Rescue",fabulousfelinescatrescue@gmail.com,570-764-7799,"Bloomsburg",PA,17815
"Far Point Collie Rescue",collie@evenlink.com,(570) 374-2742,"Port Treverton",PA,18704
"Fayette Friends of Animals",ffoa.a.let.live.shelter@gmail.com,(724) 245-7815,"Uniontown",PA,15401
"Feline Solutions Inc",felinesolutionsadoptions@aol.com,,"York",PA,17408
"Finding Shelter",info@findingshelter.org,,"Norristown",PA,19401
"Focus on Homeless Animals",info@focusonhomelessanimals.org,267-293-0422,"New Hope",PA,18938
"Follow Your Dream Border Collie/Sheltie Rescue",rangerlandfarm7@gmail.com,717-592-9707,"Carlisle",PA,17015
"Fondas Foundlings",ssfonda@juno.com,814-238-4758,"State College",PA,16803
"For the Love of the Underdog Inc.",blueyeszz1972@gmail.com,,"Stroudsburg",PA,18360
"Forever Home Animal Rescue",sheplover5@aol.com,,"Spring City",PA,19475
"Forever Love Rescue Inc",foreverloverescue@gmail.com,(717) 900-5525,"Gettysburg",PA,17325
"Forgotten Cats, Inc. PA",fcwillowgrove@gmail.com,,"Jenkintown",PA,19046
"Forgotten Felines and Fidos, Inc.",fffadoption@verizon.net,(610) 760-9009,"Germansville",PA,18053
"Forgotten Friend Reptile Sanctuary",info@forgottenfriend.org,,"Manheim",PA,17545
"Four Footed Friends",fff@pghmail.com,(724) 349-1144,"Indiana",PA,15701
"Four Paws Elkhound Rescue",fourpawselkhoundrescue@outlook.com,(412) 423-6067,"White Oak",PA,15131
"Four Paws Rescue and Shelter Inc.",jerryjlp57@aol.com,717-529-2548,"NOTTINGHAM",PA,19362
"Four the Paws",emeow04@msn.com,,"Yardley",PA,19067
"Francisvale Home for Smaller Animals",francisvaleadoptions@gmail.com,(610) 688-1018,"Radnor",PA,19087
"Frankies Friends Cat Rescue",frankiesfriendscatrescue@gmail.com,(724) 889-7011,"New Kensington",PA,15084
"Free to Be Dog Haven",info@freetobedogs.com,,"Landenberg",PA,19350
"Friend of the Feline",friendofthefeline@gmail.com,,"Glenshaw",PA,15116
"Friends of All Animals",foaa@lmf.net,(717) 272-6466,"Lebanon",PA,17046
"Friends With Paws Pet Rescue",friendswithpaws@aol.com,,"Scranton",PA,18509
"Furever Home Adoption Center, Inc.",fureverhome@verizon.net,717-560-6400,"East Petersburg",PA,17520
"Furever Yours Rescue",fureveryoursrescues@gmail.com,(215) 872-5087,"Hatfield",PA,19440
"Fureverhomes Doberman Rescue, Inc.",fureverhomesdobermanrescue@outlook.com,(484) 929-5052,"Bath",PA,18014
"Furkid Rescue",furkidrescue@hotmail.com,EMAIL ONLY,"Bethel Park",PA,15102
"Furry Feet Rescue",furryfeetrescue@yahoo.com,610-767-7096,"Walnutport",PA,18088
"Furry Friends Network",generalinfo@furryfriendsnetwork.com,,"Boiling Springs",PA,17007
"Gateway Humane Society Inc.",gatewayhumanesociety@verizon.net,814-375-0505,"Falls Creek",PA,15840
"Gentle Bens Giant Breed Rescue",reen@zbzoom.net,412-841-2590,"Zelienople",PA,16063
"Good Dog Adoption Agency, Inc.",annswag@comcast.net,,"Wernersville",PA,19565
"Good Old Tails Senior Animal Rescue, Inc.",goodoldtails@gmail.com,,"Codorus",PA,17311
"Green Street Rescue",greenstrescue@gmail.com,1-267-800-7877,"Philadelphia",PA,19130
"Greytful Hearts Greyhound Rescue",greytfulheartsgreys@gmail.com,610-562-6938,"Hamburg",PA,19526
"Hair of the Dog Rescue Inc",hotdapps@gmail.com,,"Allentown",PA,18103
"Happy Dog Rescue (hdrescue2@gmail.com)",hdrescue2@gmail.com,,"Blakeslee",PA,18610
"Happy Hounds Homeward Bound",info.hhhb@gmail.com,,"Hanover",PA,17331
"Happy Tails No-Kill Animal Shelter Inc",webb@happytailsnokillanimalshelter.com,,"Towanda",PA,18848
"Harley's Haven",harleyshaven222@yahoo.com,(267) 354-5204,"Perkasie",PA,18944
"Harnessed to Hope Northern Breed Rescue",hthnbr@gmail.com,(866) 657-3728,"Lehigh Valley",PA,18002
"Haven to Home Canine Rescue",haventohome@gmail.com,,"Winfield",PA,17889
"Heart's Promise Sheltie Rescue",mikelamontshelties@gmail.com,7246015159,"New Castle",PA,16105
"Hearts for Hounds",cdarhower001@comcast.net,717-805-0111,"Carlisle",PA,17013
"Hearts Who Need Homes",al_monty@hotmail.com,,"Butler",PA,16001
"Heavenly Paws Animal Shelter Inc.",ann@heavenlypawsshelter.com,(717) 495-1727,"Seven Valleys",PA,17360
"Helen Krause Organization (HOKAFI)",hokafi@helenkrause.org,(717) 697-3377,"Dillsburg",PA,17019
"Hello Bully",adopt@hellobully.com,(412) 235-1997,"Pittsburgh",PA,15237
"Helping Hearts & Healing Tails Animal Rescue",helpingheartshealingtails@gmail.com,814-421-7078,"Stahlstown",PA,15687
"Helping Paws of Upper Darby",helpingpawsud@gmail.com,,"Springfield",PA,19064
"Hemlock Edge Rescue",cris.tornetta@aol.com,2673722276,"North Wales",PA,19454
"Hillside S.P.C.A.",shelter_dogs1@hotmail.com,(570)-622-7769,"Pottsville",PA,17901
"Home At Last Dog Rescue",homeatlastdogrescue@yahoo.com,,"North Wales",PA,19454
"Homeward Bound Animal Rescue",homewardbound2u@comcast.net,,"Mechanicsburg",PA,17055
"Hope for Erie Animal Wellness",hopeadoptme@gmail.com,,"Erie",PA,16506
"Hope for Hannah Rescue Inc.",hopeforhannahrescue@gmail.com,,"Bartonsville",PA,18321
"House Rabbit Society - Southeastern PA - DE Chap",sepadehouserabbitsociety@gmail.com,(302) 683-9009,"Newport",PA,19804
"Humane Animal Rescue",adopteast@humaneanimalrescue.org,(412) 345-7300 ext. 215,"Pittsburgh",PA,15208
"Humane Animal Rescue (North)",adoptnorth@humaneanimalrescue.org,(412) 345-7300 ext. 251,"Pittsburgh",PA,15233
"Humane Society of Cambria County",cambriacountyhumanesociety@gmail.com,(814) 535-6116,"Johnstown",PA,15904
"Humane Society of Greene County",humanegreene@windstream.net,724-627-9988,"Waynesburg",PA,15370
"Humane Society of Lackawanna County DBA Griffin Pond Animal Shelter",adoptions@griffinpondas.com,(570) 586-3700,"Clarks Summit",PA,18411
"Humane Society of Lebanon County",info@lebanonhumane.org,(717) 628-1369,"Myerstown",PA,17067
"Humane Society of Northwestern Pennsylvania",nwpahs@choiceonemail.com,814-835-8331,"Erie",PA,16508
"Humane Society of Somerset County",info@somersetpets.com,(814) 443-2121,"Somerset",PA,15501
"Humane Society of Westmoreland County",hswcgbg@aol.com,(724) 837-3779,"Greensburg",PA,15601
"Huntingdon County Humane Society",hchspets@verizon.net,814-643-7387,"Huntingdon",PA,16652
"Im-Paws-Able Dog Rescue, Inc",impawsablerescue@aol.com,717-795-4229,"Mechanicsburg",PA,17055
"Indiana County Humane Society Inc.",questions@incohumanesociety.com,724-465-7387/3977,"Indiana",PA,15701
"It's Ruff Without A Roof Rescue",adoptions@itsruffwithoutaroof.com,,"Union Dale",PA,18470
"Itty Bitty Kitty",ittybittykitty@bdog.org,610-973-7400,"Allentown",PA,18103
"Jax's Labrador Retriever Rescue",info@jaxslabrescue.org,(267) 416-5297,"Feasterville",PA,19053
"JoJo the Grey Adoption and Rescue for Birds Inc.",margaret@jojothegrey.org,(610) 713-0331,"Upper Darby",PA,19082
"Joyce's Voice for Cats",joy.181831@gmail.com,,"Yardley",PA,19067
"Judge's Park",judges.park@yahoo.com,724-272-0378,"New Castle",PA,16142
"Julies HUGS-(Helping Us Get Safe)",ess4us@ptd.net,570-773-3077,"Barnesville",PA,18214
"Just Us For the Animals",justusfta@gmail.com,,"Punxsutawney",PA,15767
"Justice Rescue",adopt@justice-rescue.com,484-938-5169,"Woodlyn",PA,19094
"K911 Lost Dog Search, Inc",k911lostdog@gmail.com,(610) 613-5819,"Quakertown",PA,18951
"Kaelen's K9 Dreams",k9dreams@yahoo.com,,"Mckees Rocks",PA,15136
"Kats by Keithan",ekeithan50@gmail.com,(570) 428-2179,"Watsontown",PA,17777
"Kids4Kats",kids4kats@gmail.com,,"West Chester",PA,19380
"Kindred Spirits",kindredspirits09@gmail.com,,"Effort",PA,18330
"Kiski Valley Cat & Kitten Rescue, Inc.",rgazarik@hotmail.com,724-727-7032,"Apollo",PA,15613
"Kitty Colony",adopt@kittycolony.com,,"Lancaster",PA,17601
"Kitty Cottage Adoption Center",kittycottagepa@gmail.com,(610) 731-0101,"Norristown",PA,19401
"Kopy Kat Sanctuary",kopykatsanctuary@yahoo.com,,"Delmont",PA,15626
"Kuddle Kats Rescue",dmdphillips@hotmail.com,,"Chester Township",PA,19013
"LaMancha Animal Rescue",lamancharescue@comcast.net,Pls use email,"Unionville",PA,19375
"Last Chance Ranch Animal Rescue",pets@lastchanceranch.org,215-538-2510,"Quakertown",PA,18951
"Laura's Hope Rescue",laurashoperescue@gmail.com,,"Hop Bottom",PA,18824
"Lawrence County Humane Society",lchumane2@comcast.net,(724) 654-8520,"New Castle",PA,16103
"Lehigh Absolutely Purrfect",pegdvd@mac.com,484-663-9967,"Bethlehem",PA,18015
"Lehigh County Humane Society",lchsemail@gmail.com,(610) 797-1205,"Allentown",PA,18103
"Lifesavers Animal Rescue",lifesaversrescue@hotmail.com,(412) 496-1338,"Verona",PA,15147
"Linda Anns Greyhound Rescue Inc.",kim@lindasgreys.com,610-395-7824,"Allentown",PA,18104
"Logan's Heroes Animal Rescue Inc.",info@lharinc.org,(484) 719-7101,"Coopersburg",PA,18036
"Lovable Mutts Adoption Center (aka PDR)",crpups@ptd.net,,"Newfoundland",PA,18445
"Loving Care Cat Rescue of Central PA",lovingcarecatrescue@gmail.com,,"Lewisberry",PA,17339
"Loving Spirit Hamster Rescue Inc",lovingspiritrescue@gmail.com,,"Bensalem",PA,19020
"Lucky Dawg Animal Rescue, Inc.",luckydawganimalrescue@aol.com,(484) 459-9745,"Coatesville",PA,19320
"Lucky You! Animal Rescue",luckyyouanimalrescue@gmail.com,215-821-8289,"Bensalem",PA,19020
"Lulu's Rescue",info@lulusrescue.org,,"Point Pleasant",PA,18950
"Luv-N-Bunns",lizzymcneil@hotmail.com,215-668-6758,"Philadelphia",PA,19115
"LuvFarm Rescue",info@luvfarmrescue.org,(610) 310-0851,"Perkasie",PA,18944
"Lycoming Animal Protection Society (LAPS)",lapsshelter@windstream.net,570-327-8707,"South Williamsport",PA,17702
"Lycoming County SPCA",lycospca@lycomingspca.org,570-322-4646,"Williamsport",PA,17701
"Main Line Animal Rescue",adopt@mlar.org,(610) 933-0606,"Phoenixville",PA,19460
"Mamas Rescue",loddx@comcast.net,717-762-0658,"Greencastle",PA,17225
"MaPaw Siberian Husky Rescue & Referral Service, Inc.",pat@sibes.com,610.369.0055,"Boyertown",PA,19512
"Maranatha Farm's Animal Sanctuary & Treatment Center",mfasatc@yahoo.com,(610) 207-2013,"Kempton",PA,19529
"Mastiffs To Mutts, Inc.",mastiffstomutts@gmail.com,,"Chambersburg",PA,17202
"Merlin's Safe Haven Cat Rescue",sherryhuchko3@gmail.com,(412) 596-8089,"Carnegie",PA,15106
"Mid Atlantic Great Dane Rescue League PA/DE/NJ/NY",onehappyhound@yahoo.com,732-646-7029,"Kemblesville",PA,18370
"Mid Atlantic Jack Rescue",majrinc@gmail.com,(610) 825-7491,"Blue Bell",PA,19422
"Mid-Atlantic English Springer Spaniel Rescue",info@maessr.org,301/362-0423,"Newville",PA,17241
"Miffys Animal Rescue",info@miffysanimalrescue.com,,"Harrisburg",PA,17103
"Mommy and Me Rescue",rescue.me.pa@gmail.com,(570) 847-0144,"Shamokin",PA,17872
"Monroeville Animal Shelter",turfg979@verizon.net,(412) 389-2480,"Monroeville",PA,15146
"Morris Animal Refuge",adoptions@morrisanimalrefuge.org,(215) 735-3256,"Philadelphia",PA,19147
"Mostly Muttz Rescue",mostlymuttz@gmail.com,,"Pottstown",PA,19464
"Mutts & More Matchmakers",muttsandmore@comcast.net,,"Greensburg",PA,15601
"New Ken Rat Rescue",chris@nkrats.com,,"New Kensington",PA,15068
"New Leash on Life USA",waleed@newleashonlife-usa.org,,"Narberth",PA,19072
"Ninth Life Rescue Center",shelovesblackroses@hotmail.com,(724) 217-4257,"Greensburg",PA,15601
"Nittany Beagle Rescue",info@nittanybeaglerescue.org,,"West Decatur",PA,16878
"Noah's Ark Rescue Project and Sanctuary",noahsarkrescueps@yahoo.com,(484) 713-8336,"Glenmoore",PA,19343
"Northeast Abyssinian Rescue",neabyrescue@yahoo.com,,"Kimberton",PA,19442
"Northeast Animal Rescue",narcats@gmail.com,,"Philadelphia",PA,19111
"Northeast PA Pet Fund & Rescue",nepapet@gmail.com,(570) 357-8032,"Scranton",PA,18505
"Northeast Pa. (NEPA) Animal Adoption Network Inc.",nepaanimal@aol.com,,"Carbondale",PA,18407
"OAR Sanctuary",openarmsresq@yahoo.com,Emails Only Please!,"Pottstown",PA,19464
"Olde English Sheepdogs & Friends Rescue (OES&FR)",shaggydogrescuer@yahoo.com,,"Pittsburgh",PA,15220
"One By One, Inc.",adopt@1by1catrescue.org,,"Temple",PA,19560
"One Dog at a Time",adoptodaat@gmail.com,717-248-2902,"Lewistown",PA,17044
"One Life At A Time Inc",onelifeatatimeinc@gmail.com,(484) 437-5447,"Pottstown",PA,19464
"One Life To Live Pet Rescue and Adoption, Inc.",oltlrescue@gmail.com,570-341-1997,"Scranton",PA,18510
"Operation Scarlet Inc.",opscarlet@verizon.net,717-397-6362,"Lancaster",PA,17604
"Orphans of the Storm",orphansofthestorm@hotmail.com,(724) 548-4520,"Kittanning",PA,16201
"Outcast Rescue",outcastrescue@gmail.com,,"Catasauqua",PA,18032
"P.A.L.S.",4palsvolunteers@gmail.com,(610) 299-1860,"Broomall",PA,19008
"PA Boxers, Inc",paboxers@gmail.com,717-397-9377,"Lancaster",PA,17608
"PAW-FUR",kgreenage51@gmail.com,(610) 682-2688,"Mertztown",PA,19539
"PAWS",adoption@pawsofpa.org,(717) 957-8122,"Camp Hill",PA,17108
"PAWS (Philadelphia Animal Welfare Society)",adoptions@phillypaws.org,(215) 238-9901 ext. 30,"Philadelphia",PA,19106
"Paws Across Pittsburgh",info@pawsacrosspittsburgh.com,(412) 495-2799,"Springdale",PA,15144
"Paws Crossroads Animal Rescue, Inc.",shannon@pawscrossroads.org,,"Berwick",PA,18603
"Paws n'Time Canine Rescue, inc",info@pntcr.com,(717) 808-1674,"Lancaster",PA,17603
"Paws to Heart Rescue Inc.",pawstoheartrescue@gmail.com,,"Bensalem",PA,19020
"PAWSibilities Animal Rescue",pawsibilitiesanimalrescue@yahoo.com,(484) 485-7297,"Harleysville",PA,19438
"Pawsitively Pom Rescue Inc.",pawsitivelypom@gmail.com,717-350-8346,"Harrisburg",PA,17112
"Pawsitively Purrfect Rescue",pawsitivelypurrfectrescue@gmail.com,,"Nesquehoning",PA,18240
"Peace, Love and Doggie Paws Rescue",pldpaws@gmail.com,4843231134,"Essington",PA,19029
"Peaceable Kingdom",peaceable_kingdom@yahoo.com,610-432-2532,"Whitehall",PA,18052
"Peaceful Paws Giant Dog Placement Services",info@peacefulpawsrescue.org,,"Oxford",PA,19363
"Pennsylvania Ferret Rescue Association of Centre C",marypfra@yahoo.com,814-237-9267,"State College",PA,16801
"Pennsylvania Great Dane Rescue",fantasticfinesse@gmail.com,(724) 732-7085,"New Castle",PA,16105
"Pennsylvania SPCA",adoptions@pspca.org,215.426.6300,"Philadelphia",PA,19134
"Perfect Match Animal Rescue",adoptions@perfectmatchrescue.org,(215) 378-2273,"Drexel Hill",PA,19026
"Perry County PA Animal Rescue",perrycountyanimalrescue@yahoo.com,717-589-3005,"Millerstown",PA,17062
"Persians Plus, Inc.",persiansplusrescue@gmail.com,,"Oaks",PA,19456
"Pet Adoption League",thepetadoptionleague@yahoo.com,724-722-3670,"Yukon",PA,15698
"Pet Connection, Inc.",pet_connection@hotmail.com,724-697-5262,"Avonmore",PA,15618
"Pet Match Rescue",petmatchadopt@gmail.com,(412) 354-8954,"Irwin",PA,15642
"Pet Pantry of Lancaster - Rescue",pplcrescue@gmail.com,(717) 983-8878,"Lancaster",PA,17603
"Pet Search",info@petsearchpa.org,724.228 7335,"Washington",PA,15301
"Philly Pug & Short Nose Rescue, Inc.",adoptions@ppsnrescue.org,866.923.8432,"Huntingdon Valley",PA,19006
"Philly Rat Rescue/SFRS",prradopt@gmail.com,(856) 357-6603,"Philadelphia",PA,19149
