Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"House Rabbit Society - Southeastern PA - DE Chap",sepadehouserabbitsociety@gmail.com,(302) 683-9009,"Newport",PA,,,Shelter,""
"Humane Animal Rescue",adopteast@humaneanimalrescue.org,,"Pittsburgh",PA,,,Shelter,""
"Humane Animal Rescue (North)",adoptnorth@humaneanimalrescue.org,,"Pittsburgh",PA,,,Shelter,""
"Humane Society of Cambria County",cambriacountyhumanesociety@gmail.com,(814) 535-6116,"Johnstown",PA,,,Shelter,""
"Humane Society of Greene County",humanegreene@windstream.net,(724) 627-9988,"Waynesburg",PA,,,Shelter,""
"Humane Society of Lackawanna County DBA Griffin Pond Animal Shelter",adoptions@griffinpondas.com,(570) 586-3700,"Clarks Summit",PA,,,Shelter,""
"Humane Society of Lebanon County",info@lebanonhumane.org,(717) 628-1369,"Myerstown",PA,,,Shelter,""
"Humane Society of Northwestern Pennsylvania",nwpahs@choiceonemail.com,(814) 835-8331,"Erie",PA,,,Shelter,""
"Humane Society of Somerset County",info@somersetpets.com,(814) 443-2121,"Somerset",PA,,,Shelter,""
"Humane Society of Westmoreland County",hswcgbg@aol.com,(724) 837-3779,"Greensburg",PA,,,Shelter,""
"Huntingdon County Humane Society",hchspets@verizon.net,(814) 643-7387,"Huntingdon",PA,,,Shelter,""
"Im-Paws-Able Dog Rescue, Inc",impawsablerescue@aol.com,(717) 795-4229,"Mechanicsburg",PA,,,Shelter,""
"Indiana County Humane Society Inc.",questions@incohumanesociety.com,,"Indiana",PA,,,Shelter,""
"It's Ruff Without A Roof Rescue",adoptions@itsruffwithoutaroof.com,,"Union Dale",PA,,,Shelter,""
"Itty Bitty Kitty",ittybittykitty@bdog.org,(610) 973-7400,"Allentown",PA,,,Shelter,""
"Jax's Labrador Retriever Rescue",info@jaxslabrescue.org,(267) 416-5297,"Feasterville",PA,,,Shelter,""
"JoJo the Grey Adoption and Rescue for Birds Inc.",margaret@jojothegrey.org,(610) 713-0331,"Upper Darby",PA,,,Shelter,""
"Joyce's Voice for Cats",joy.181831@gmail.com,,"Yardley",PA,,,Shelter,""
"Judge's Park",judges.park@yahoo.com,(724) 272-0378,"New Castle",PA,,,Shelter,""
"Julies HUGS-(Helping Us Get Safe)",ess4us@ptd.net,(570) 773-3077,"Barnesville",PA,,,Shelter,""
"Just Us For the Animals",justusfta@gmail.com,,"Punxsutawney",PA,,,Shelter,""
"Justice Rescue",adopt@justice-rescue.com,(484) 938-5169,"Woodlyn",PA,,,Shelter,""
"K911 Lost Dog Search, Inc",k911lostdog@gmail.com,(610) 613-5819,"Quakertown",PA,,,Shelter,""
"Kaelen's K9 Dreams",k9dreams@yahoo.com,,"Mckees Rocks",PA,,,Shelter,""
"Kats by Keithan",ekeithan50@gmail.com,(570) 428-2179,"Watsontown",PA,,,Shelter,""
"Kids4Kats",kids4kats@gmail.com,,"West Chester",PA,,,Shelter,""
"Kindred Spirits",kindredspirits09@gmail.com,,"Effort",PA,,,Shelter,""
"Kiski Valley Cat & Kitten Rescue, Inc.",rgazarik@hotmail.com,(724) 727-7032,"Apollo",PA,,,Shelter,""
"Kitty Colony",adopt@kittycolony.com,,"Lancaster",PA,,,Shelter,""
"Kitty Cottage Adoption Center",kittycottagepa@gmail.com,(610) 731-0101,"Norristown",PA,,,Shelter,""
"Kopy Kat Sanctuary",kopykatsanctuary@yahoo.com,,"Delmont",PA,,,Shelter,""
"Kuddle Kats Rescue",dmdphillips@hotmail.com,,"Chester Township",PA,,,Shelter,""
"LaMancha Animal Rescue",lamancharescue@comcast.net,,"Unionville",PA,,,Shelter,""
"Last Chance Ranch Animal Rescue",pets@lastchanceranch.org,(215) 538-2510,"Quakertown",PA,,,Shelter,""
"Laura's Hope Rescue",laurashoperescue@gmail.com,,"Hop Bottom",PA,,,Shelter,""
"Lawrence County Humane Society",lchumane2@comcast.net,(724) 654-8520,"New Castle",PA,,,Shelter,""
"Lehigh Absolutely Purrfect",pegdvd@mac.com,(484) 663-9967,"Bethlehem",PA,,,Shelter,""
"Lehigh County Humane Society",lchsemail@gmail.com,(610) 797-1205,"Allentown",PA,,,Shelter,""
"Lifesavers Animal Rescue",lifesaversrescue@hotmail.com,(412) 496-1338,"Verona",PA,,,Shelter,""
"Linda Anns Greyhound Rescue Inc.",kim@lindasgreys.com,(610) 395-7824,"Allentown",PA,,,Shelter,""
"Logan's Heroes Animal Rescue Inc.",info@lharinc.org,(484) 719-7101,"Coopersburg",PA,,,Shelter,""
"Lovable Mutts Adoption Center (aka PDR)",crpups@ptd.net,,"Newfoundland",PA,,,Shelter,""
"Loving Care Cat Rescue of Central PA",lovingcarecatrescue@gmail.com,,"Lewisberry",PA,,,Shelter,""
"Loving Spirit Hamster Rescue Inc",lovingspiritrescue@gmail.com,,"Bensalem",PA,,,Shelter,""
"Lucky Dawg Animal Rescue, Inc.",luckydawganimalrescue@aol.com,(484) 459-9745,"Coatesville",PA,,,Shelter,""
"Lucky You! Animal Rescue",luckyyouanimalrescue@gmail.com,(215) 821-8289,"Bensalem",PA,,,Shelter,""
"Lulu's Rescue",info@lulusrescue.org,,"Point Pleasant",PA,,,Shelter,""
"Luv-N-Bunns",lizzymcneil@hotmail.com,(215) 668-6758,"Philadelphia",PA,,,Shelter,""
"LuvFarm Rescue",info@luvfarmrescue.org,(610) 310-0851,"Perkasie",PA,,,Shelter,""
"Lycoming Animal Protection Society (LAPS)",lapsshelter@windstream.net,(570) 327-8707,"South Williamsport",PA,,,Shelter,""
"Lycoming County SPCA",lycospca@lycomingspca.org,(570) 322-4646,"Williamsport",PA,,,Shelter,""
"Main Line Animal Rescue",adopt@mlar.org,(610) 933-0606,"Phoenixville",PA,,,Shelter,""
"Mamas Rescue",loddx@comcast.net,(717) 762-0658,"Greencastle",PA,,,Shelter,""
"MaPaw Siberian Husky Rescue & Referral Service, Inc.",pat@sibes.com,(610) 369-0055,"Boyertown",PA,,,Shelter,""
"Maranatha Farm's Animal Sanctuary & Treatment Center",mfasatc@yahoo.com,(610) 207-2013,"Kempton",PA,,,Shelter,""
"Mastiffs To Mutts, Inc.",mastiffstomutts@gmail.com,,"Chambersburg",PA,,,Shelter,""
"Merlin's Safe Haven Cat Rescue",sherryhuchko3@gmail.com,(412) 596-8089,"Carnegie",PA,,,Shelter,""
"Mid Atlantic Great Dane Rescue League PA/DE/NJ/NY",onehappyhound@yahoo.com,(732) 646-7029,"Kemblesville",PA,,,Shelter,""
"Mid Atlantic Jack Rescue",majrinc@gmail.com,(610) 825-7491,"Blue Bell",PA,,,Shelter,""
"Mid-Atlantic English Springer Spaniel Rescue",info@maessr.org,(301) 362-0423,"Newville",PA,,,Shelter,""
"Miffys Animal Rescue",info@miffysanimalrescue.com,,"Harrisburg",PA,,,Shelter,""
"Mommy and Me Rescue",rescue.me.pa@gmail.com,(570) 847-0144,"Shamokin",PA,,,Shelter,""
"Monroeville Animal Shelter",turfg979@verizon.net,(412) 389-2480,"Monroeville",PA,,,Shelter,""
"Morris Animal Refuge",adoptions@morrisanimalrefuge.org,(215) 735-3256,"Philadelphia",PA,,,Shelter,""
"Mostly Muttz Rescue",mostlymuttz@gmail.com,,"Pottstown",PA,,,Shelter,""
"Mutts & More Matchmakers",muttsandmore@comcast.net,,"Greensburg",PA,,,Shelter,""
"New Ken Rat Rescue",chris@nkrats.com,,"New Kensington",PA,,,Shelter,""
"New Leash on Life USA",waleed@newleashonlife-usa.org,,"Narberth",PA,,,Shelter,""
"Ninth Life Rescue Center",shelovesblackroses@hotmail.com,(724) 217-4257,"Greensburg",PA,,,Shelter,""
"Nittany Beagle Rescue",info@nittanybeaglerescue.org,,"West Decatur",PA,,,Shelter,""
"Noah's Ark Rescue Project and Sanctuary",noahsarkrescueps@yahoo.com,(484) 713-8336,"Glenmoore",PA,,,Shelter,""
"Northeast Abyssinian Rescue",neabyrescue@yahoo.com,,"Kimberton",PA,,,Shelter,""
"Northeast Animal Rescue",narcats@gmail.com,,"Philadelphia",PA,,,Shelter,""
"Northeast PA Pet Fund & Rescue",nepapet@gmail.com,(570) 357-8032,"Scranton",PA,,,Shelter,""
"Northeast Pa. (NEPA) Animal Adoption Network Inc.",nepaanimal@aol.com,,"Carbondale",PA,,,Shelter,""
"OAR Sanctuary",openarmsresq@yahoo.com,,"Pottstown",PA,,,Shelter,""
"Olde English Sheepdogs & Friends Rescue (OES&FR)",shaggydogrescuer@yahoo.com,,"Pittsburgh",PA,,,Shelter,""
"One By One, Inc.",adopt@1by1catrescue.org,,"Temple",PA,,,Shelter,""
"One Dog at a Time",adoptodaat@gmail.com,(717) 248-2902,"Lewistown",PA,,,Shelter,""
"One Life At A Time Inc",onelifeatatimeinc@gmail.com,(484) 437-5447,"Pottstown",PA,,,Shelter,""
"One Life To Live Pet Rescue and Adoption, Inc.",oltlrescue@gmail.com,(570) 341-1997,"Scranton",PA,,,Shelter,""
"Operation Scarlet Inc.",opscarlet@verizon.net,(717) 397-6362,"Lancaster",PA,,,Shelter,""
"Orphans of the Storm",orphansofthestorm@hotmail.com,(724) 548-4520,"Kittanning",PA,,,Shelter,""
"Outcast Rescue",outcastrescue@gmail.com,,"Catasauqua",PA,,,Shelter,""
"P.A.L.S.",4palsvolunteers@gmail.com,(610) 299-1860,"Broomall",PA,,,Shelter,""
"PA Boxers, Inc",paboxers@gmail.com,(717) 397-9377,"Lancaster",PA,,,Shelter,""
"PAW-FUR",kgreenage51@gmail.com,(610) 682-2688,"Mertztown",PA,,,Shelter,""
"PAWS",adoption@pawsofpa.org,(717) 957-8122,"Camp Hill",PA,,,Shelter,""
"PAWS (Philadelphia Animal Welfare Society)",adoptions@phillypaws.org,,"Philadelphia",PA,,,Shelter,""
"Paws Across Pittsburgh",info@pawsacrosspittsburgh.com,(412) 495-2799,"Springdale",PA,,,Shelter,""
"Paws Crossroads Animal Rescue, Inc.",shannon@pawscrossroads.org,,"Berwick",PA,,,Shelter,""
"Paws n'Time Canine Rescue, inc",info@pntcr.com,(717) 808-1674,"Lancaster",PA,,,Shelter,""
"Paws to Heart Rescue Inc.",pawstoheartrescue@gmail.com,,"Bensalem",PA,,,Shelter,""
"PAWSibilities Animal Rescue",pawsibilitiesanimalrescue@yahoo.com,(484) 485-7297,"Harleysville",PA,,,Shelter,""
"Pawsitively Pom Rescue Inc.",pawsitivelypom@gmail.com,(717) 350-8346,"Harrisburg",PA,,,Shelter,""
"Pawsitively Purrfect Rescue",pawsitivelypurrfectrescue@gmail.com,,"Nesquehoning",PA,,,Shelter,""
"Peace, Love and Doggie Paws Rescue",pldpaws@gmail.com,(484) 323-1134,"Essington",PA,,,Shelter,""
"Peaceable Kingdom",peaceable_kingdom@yahoo.com,(610) 432-2532,"Whitehall",PA,,,Shelter,""
"Peaceful Paws Giant Dog Placement Services",info@peacefulpawsrescue.org,,"Oxford",PA,,,Shelter,""
"Pennsylvania Ferret Rescue Association of Centre C",marypfra@yahoo.com,(814) 237-9267,"State College",PA,,,Shelter,""
"Pennsylvania Great Dane Rescue",fantasticfinesse@gmail.com,(724) 732-7085,"New Castle",PA,,,Shelter,""
"Pennsylvania SPCA",adoptions@pspca.org,(215) 426-6300,"Philadelphia",PA,,,Shelter,""
"Pennsylvania SPCA",info@pspca.org,(866) 243-7722,"Philadelphia",PA,https://www.pspca.org,,Regional,"Historic shelter (1867)"
"Perfect Match Animal Rescue",adoptions@perfectmatchrescue.org,(215) 378-2273,"Drexel Hill",PA,,,Shelter,""
"Perry County PA Animal Rescue",perrycountyanimalrescue@yahoo.com,(717) 589-3005,"Millerstown",PA,,,Shelter,""
"Persians Plus, Inc.",persiansplusrescue@gmail.com,,"Oaks",PA,,,Shelter,""
"Pet Adoption League",thepetadoptionleague@yahoo.com,(724) 722-3670,"Yukon",PA,,,Shelter,""
"Pet Connection, Inc.",pet_connection@hotmail.com,(724) 697-5262,"Avonmore",PA,,,Shelter,""
"Pet Match Rescue",petmatchadopt@gmail.com,(412) 354-8954,"Irwin",PA,,,Shelter,""
"Pet Pantry of Lancaster - Rescue",pplcrescue@gmail.com,(717) 983-8878,"Lancaster",PA,,,Shelter,""
"Pet Search",info@petsearchpa.org,(724) 228-7335,"Washington",PA,,,Shelter,""
"Philly Pug & Short Nose Rescue, Inc.",adoptions@ppsnrescue.org,(866) 923-8432,"Huntingdon Valley",PA,,,Shelter,""
"Philly Rat Rescue/SFRS",prradopt@gmail.com,(856) 357-6603,"Philadelphia",PA,,,Shelter,""
"Pike County Humane Society Inc",pikecountyhs@gmail.com,(570) 296-7654,"Milford",PA,,,Shelter,""
"PittiesLovePeace",info@pittieslovepeace.com,,"Elizabethtown",PA,,,Shelter,""
"Pittsburgh C.A.T.",pburghcat@gmail.com,,"Pittsburgh",PA,,,Shelter,""
"Pocono Animal Welfare Society",info@poconoanimalwelfaresociety.org,,"Stroudsburg",PA,,,Shelter,""
"Pocono Greyhound Adoption",info@poconogreyhound.org,(570) 856-0377,"Canadensis",PA,,,Shelter,""
"Pooch Kaboose Inc",poochkabooseinc@gmail.com,(215) 887-9663,"Jenkintown",PA,,,Shelter,""
"Precious Paws Animal Rescue",adoptpreciouspaws@gmail.com,(814) 671-9827,"Franklin",PA,,,Shelter,""
"Project MEOW of West Philadelphia",adoptionscoordinator@projectmeow.org,,"Philadelphia",PA,,,Shelter,""
"Providence Animal Center",adoptions@providenceac.org,(610) 566-1370,"Media",PA,,,Shelter,""
"PSPCA Danville Branch",jspringer@pspca.org,(570) 275-0340,"Danville",PA,,,Shelter,""
"Purple Pawz NEPA Animal Adoption",purplepawznepa@yahoo.com,(570) 503-6990,"Greenfield Township",PA,,,Shelter,""
"PurrFect Paws Rescue",purrfectpawsrescue@msn.com,,"Drexel Hill",PA,,,Shelter,""
"Rabbit Wranglers",alyssa@rabbitwranglers.org,(412) 580-6068,"Pittsburgh",PA,,,Shelter,""
"Ratbone Rescues - Northeast Region",ratposting@yahoo.com,,"Allentown",PA,,,Shelter,""
"Recycled Tails",recycledtails@hotmail.com,,"Pottstown",PA,,,Shelter,""
"Rembier Farms",therescueaddress@hotmail.com,,"Kittanning",PA,,,Shelter,""
"Rescue Animal Placements (RAP)",rescuepuppy@gmail.com,,"Chadds Ford",PA,,,Shelter,""
"Rescue Me - Yorkie Rescue",rescuemeyorkierescue@gmail.com,(717) 264-9799,"Chambersburg",PA,,,Shelter,""
"Rescue Our Furry Friends",rescueourfurryfriends@yahoo.com,,"Burnham",PA,,,Shelter,""
"Rescue Purrfect",adoption@rescuepurrfect.com,(215) 639-3333,"Bensalem",PA,,,Shelter,""
"Ritner Kennel Rescue",eichenluft@aol.com,,"Newville",PA,,,Shelter,""
"RocKKers Rescues",suzzie38@gmail.com,,"Carlisle",PA,,,Shelter,""
"Rocky's Rescue",pit2mama@gmail.com,,"Hanover",PA,,,Shelter,""
"Rockys Friends",radosti1@yahoo.com,,"Harleysville",PA,,,Shelter,""
"Roxie's Place, Inc.",roxiesplaceinc@gmail.com,(570) 702-9447,"Gouldsboro",PA,,,Shelter,""
"Royce's Rescue",linsatter@verizon.net,(215) 801-6398,"Richboro",PA,,,Shelter,""
"Ruff Dog Rescue North East",rdr.northeast@gmail.com,(570) 442-1181,"Thompson",PA,,,Shelter,""
"Ruth Steinert Memorial SPCA",rsm_spca@yahoo.com,(570) 345-3540,"Pine Grove",PA,,,Shelter,""
"Salfid Rescue",salfid1932@gmail.com,,"Souderton",PA,,,Shelter,""
"Save A Shepherd Rescue Alliance",gsdsasra@yahoo.com,(215) 542-2716,"Hatfield",PA,,,Shelter,""
"Save A Yorkie Rescue, Inc.",tiffanysayr@gmail.com,(570) 768-5886,"West Milton",PA,,,Shelter,""
"Save The Cats Inc.",admin@savethecatsinc.com,(215) 493-1158,"Furlong",PA,,,Shelter,""
"Save the Strays Schuylkill",ksjlsjb@yahoo.com,(570) 391-8544,"Schuylkill Haven",PA,,,Shelter,""
"Saved Me",info@savedme.org,(215) 240-1240,"Philadelphia",PA,,,Shelter,""
"Scranton Area Advocates For DAWGS",dawgpack2000@gmail.com,,"Lake Ariel",PA,,,Shelter,""
"Second Chance Animal Sanctuaries",secondchanceas@yahoo.com,(570) 376-3646,"Tioga",PA,,,Shelter,""
"Second Chance Sato",secondchancesato@gmail.com,(724) 747-2079,"Finleyville",PA,,,Shelter,""
"Senior Hearts Rescue and Renewal",info@seniorhearts.org,(412) 478-1529,"Bradfordwoods",PA,,,Shelter,""
"Silver Lake Animal Rescue",fourhounds@comcast.net,(215) 932-0248,"Newtown",PA,,,Shelter,""
"SimplyDivineKatz",walkerscat@mindspring.com,,"Temple",PA,,,Shelter,""
"Sirius Stars Canine Rescue",ajdusman@comcast.net,,"Hanover",PA,,,Shelter,""
"Small Paws and Playful Claws Animal Rescue",sppcanimalrescue@gmail.com,(267) 217-2491,"Perkasie",PA,,,Shelter,""
"Sophia's Grace Foundation, Inc.",corinne@sophiasgracefoundation.org,(484) 319-3255,"Coatesville",PA,,,Shelter,""
"Southwest PA Retriever Rescue Organization",jobarlabs@comcast.net,(412) 795-0163,"Plum",PA,,,Shelter,""
"SPICER Special Pets In Caring Environments Rescue",spiceranimalrescue@yahoo.com,,"Allentown",PA,,,Shelter,""
"Starting Over Animal Rescue",kaska23@ptd.net,(570) 386-9241,"Schnecksville",PA,,,Shelter,""
"Steel City Dog Kennel and Rescue",jacqueroman14@gmail.com,(412) 401-5273,"Darlington",PA,,,Shelter,""
"Stray Cat Blues Inc.",savingstrays@yahoo.com,(215) 631-1851,"Colmar",PA,,,Shelter,""
"Stray Cat Relief Fund",straycatreliefund@gmail.com,(267) 507-5297,"Philadelphia",PA,,,Shelter,""
"Street Tails Animal Rescue",adopt@streettails.org,(267) 761-9434,"Philadelphia",PA,,,Shelter,""
"Sunbury Animal Hospital",sunburyvet@aol.com,(570) 286-5131,"Sunbury",PA,,,Shelter,""
"Sweet Souls Animal Rescue",sweetsoulsar@gmail.com,(717) 688-3928,"Hanover",PA,,,Shelter,""
"Tails of Love Animal Rescue",tailsoflove@hotmail.com,(215) 396-0393,"Southampton",PA,,,Shelter,""
"Taz & Penny's Happy Tails Rescue",denisewpursifull@yahoo.com,(724) 432-3311,"Evans City",PA,,,Shelter,""
"The Animal Friends of Westmoreland",animalfriendswestmoreland@comcast.net,(724) 925-2555,"Youngwood",PA,,,Shelter,""
"The Cat Committee",pjmazza@hotmail.com,(724) 547-6421,"Mount Pleasant",PA,,,Shelter,""
"The Cat Shack",catshack@ptd.net,(610) 967-9097,"Trexlertown",PA,,,Shelter,""
"The Center for Animal Health & Welfare",cahwadoptions@rcn.com,,"Easton",PA,,,Shelter,""
"The Dogs Den",doggieden@aol.com,(717) 469-7325,"Grantville",PA,,,Shelter,""
"The Grannie Project",teamgrannies@gmail.com,,"Wayne",PA,,,Shelter,""
"The Greatest Is Love Animal Rescue",bryanttina64@yahoo.com,(267) 681-1152,"Philadelphia",PA,,,Shelter,""
"The Polished Pitbull",thepolishedpitbull@gmail.com,,"Phoenixville",PA,,,Shelter,""
"The Proper Pit Bull",adopt@theproperpitbull.org,,"Greensburg",PA,,,Shelter,""
"The Rescue Express",chocolatesss@comcast.net,,"Media",PA,,,Shelter,""
"The Sanctuary at Haafsville",info@thesanctuarypa.org,(484) 788-8062,"Fogelsville",PA,,,Shelter,""
"The Shelter Animal Project",lisa@theshelteranimalproject.com,,"Fairless Hills",PA,,,Shelter,""
"They Deserve Better Dog Rescue",theydeservebetter@hotmail.com,,"Smithfield",PA,,,Shelter,""
"Tiny Miracles Rescue",tmr@tinymiraclesrescue.com,(215) 997-2844,"Chalfont",PA,,,Shelter,""
"To Love a Canine Rescue, Inc",info@tlcrescuepa.com,(610) 908-2855,"Kimberton",PA,,,Shelter,""
"True Friends Animal Welfare Center",petstruefriends@gmail.com,(570) 278-1228,"Montrose",PA,,,Shelter,""
"TWAIN",twainadoptions@gmail.com,,"Media",PA,,,Shelter,""
"Twenty Paws Rescue",twentypawsrescue@gmail.com,,"Cresco",PA,,,Shelter,""
"Venango County Humane Society",venangocountyhumanesociety@gmail.com,(814) 677-4040,"Oil City",PA,,,Shelter,""
"Waggin' Tails Pet Rescue",information@waggintailsrescue.com,(570) 664-3734,"Stroudsburg",PA,,,Shelter,""
"Wags Rescue and Referral",lovekitte@comcast.net,(267) 238-7892,"Feasterville",PA,,,Shelter,""
"Wanna-Be Pet Rescue",wannabepetrescue@gmail.com,(814) 571-9961,"Mount Carmel",PA,,,Shelter,""
"Washington Area Humane Society",info@washingtonpashelter.org,,"Eighty Four",PA,,,Shelter,""
"Wayward Whiskers",waywardwhiskers15601@gmail.com,(724) 610-9646,"Greensburg",PA,,,Shelter,""
"West Deer Dog Shelter",dogshelter@westdeertownship.com,(724) 265-2780,"Russellton",PA,,,Shelter,""
"Western PA Sheltie Rescue",darlenefclark@gmail.com,(724) 845-8282,"Leechburg",PA,,,Shelter,""
"Wet Nose Rescue",info@wetnoserescue.org,(267) 684-6187,"Feasterville",PA,,,Shelter,""
"Wheek Care Guinea Pig Rescue",wheekcare2017@gmail.com,(724) 448-2107,"New Kensington",PA,,,Shelter,""
"Whiskers of Love Cat Rescue and Sanctuary",whiskersofloverescue@gmail.com,,"Philadelphia",PA,,,Shelter,""
"White Oak Animal Safe Haven, Inc.",woash@comcast.net,(412) 672-8901,"White Oak",PA,,,Shelter,""
"Willow Run Sanctuary & Adoptions, Inc..",willowrunsanctuary@yahoo.com,(814) 849-7466,"Brookville",PA,,,Shelter,""
"With A Golden Spirit, Inc. (WAGS)",wagsrescue@comcast.net,(724) 864-2468,"Irwin",PA,,,Shelter,""
"Worthy Tails Animal Rescue",worthytailsrescue@comcast.net,(717) 215-9452,"Mechanicsburg",PA,,,Shelter,""
"York County SPCA",dcrabb@ycspca.org,(717) 764-6109,"York",PA,,,Shelter,""
"Zimateria Rescue",zimasrescue@aol.com,(484) 948-3353,"Douglassville",PA,,,Shelter,""
"Zoes House",zoeshouserescue@gmail.com,,"Sinking Spring",PA,,,Shelter,""
"Almost Home Rescue, Inc.",support@almosthomersq.org,,"Providence",RI,,,Shelter,""
"Animals Depend On People Too (A.D.O.P.T.)",sage999cat@cox.net,,"Cranston",RI,,,Shelter,""
"Bristol Animal Shelter",friendsofbristolanimalshelter@gmail.com,(401) 253-4834,"Bristol",RI,,,Shelter,""
"Burrillville Animal Control",aco@burrillville.org,(401) 568-9480,"Oakland",RI,,,Shelter,""
"Cat Adoption Team Services",catadoptionteam@aol.com,(401) 433-1946,"Riverside",RI,,,Shelter,""
"East Greenwich Animal Protection League",egaplevents@gmail.com,(401) 467-3670,"East Greenwich",RI,,,Shelter,""
"East Providence Animal Control Center",epacc@hotmail.com,(401) 435-7675,"East Providence",RI,,,Shelter,""
"FairyDogMother Rescue",kathy.petsitting@gmail.com,,"Charlestown",RI,,,Shelter,""
"Friends of Central Falls Animals",adoptions@centralfallsanimals.org,,"Central Falls",RI,,,Shelter,""
"Friends of Exeter Animals",exeteranimalshelter@town.exeter.ri.us,(401) 294-2754,"Exeter",RI,,,Shelter,""
"Friends of Homeless Animals, Inc.",friendsoha@yahoo.com,,"Providence",RI,,,Shelter,""
"Furever Dachshund Rescue",laurasdoxies@gmail.com,,"North Smithfield",RI,,,Shelter,""
"Furry Angels Dachshund Rescue",furryangelsdachshundrescue@yahoo.com,(401) 392-3585,"Foster",RI,,,Shelter,""
"Handsome Dan's Rescue for Pit Bull Type Dogs",heather@obhounds.com,,"Cranston",RI,,,Shelter,""
"Humane Association of Northwestern Rhode Island",phyllis@hanri.org,(401) 568-5734,"Pascoag",RI,,,Shelter,""
"Jenny's Hope Rescue, Inc",jennyshoperescue@aol.com,(914) 242-1812,"Chepachet",RI,,,Shelter,""
"Just Doodles and Friends Rescue",justdoodlesrescue@yahoo.com,,"West Warwick",RI,,,Shelter,""
"Little Rhody Rescue",littlerhodyrescue@gmail.com,(401) 692-1117,"Glocester",RI,,,Shelter,""
"Midnight Run Rescue",midnightrunrescue@gmail.com,,"East Greenwich",RI,,,Shelter,""
"New England Humane Society",contact@newenglandhumanesociety.com,,"Harrisville",RI,,,Shelter,""
"North Kingstown Animal Shelter",nkas395@yahoo.com,(401) 295-5579,"North Kingstown",RI,,,Shelter,""
"Northwest Animal Protection League",stacia.pietropaolo@gmail.com,(401) 286-5931,"West Warwick",RI,,,Shelter,""
"PAWS New England",info@pawsnewengland.com,,"Warwick",RI,,,Shelter,""
"PawsWatch",cats@pawswatch.org,,"Warwick",RI,,,Shelter,""
"Pawswatch Adoptable Cats",pawswatchep@gmail.com,(401) 434-6036,"Rumford",RI,,,Shelter,""
"Pet Refuge",ddoehrmann@yahoo.com,(401) 294-1115,"North Kingstown",RI,,,Shelter,""
